x_original,y_original,x_normalized,y_normalized
10.611376985560522,-0.2581975455104324,-0.9928675687154993,-1.6931255788824693
4.386447954473255,0.0074542212422569,-1.4235540581304111,-1.6759913019778703
40.93916393492107,48.647258168949605,1.1054323520889087,1.4612280721409299
47.51486916723017,47.49779755650942,1.5603881255261867,1.3870889965186115
2.4025396488257247,1.4144366738030358,-1.560815462913235,-1.5852423216989948
19.219184947084,22.583945688926345,-0.397315944915099,-0.21982987278722524
16.55104771960108,10.893470179147752,-0.5819173516207982,-0.9738540111527639
9.103979471692451,9.363217128999052,-1.0971604434066684,-1.0725538233763525
17.235275979133863,10.868766995568429,-0.5345773955209004,-0.9754473421252897
16.783862920921,9.949453869935576,-0.5658094793481743,-1.034742131876453
42.87174534096238,44.73429622715116,1.2391425835019545,1.208845886818034
49.71454636103672,49.39437847112276,1.71257801294746,1.5094165946377518
10.891033975023255,5.141010937150828,-0.9735188361547668,-1.3448819577749076
36.22487877806695,28.844779784912525,0.7792633445120152,0.1839877504332158
12.885741758457565,15.239561519272142,-0.8355102438695193,-0.6935354068963244
45.3615949133382,50.19792956101504,1.4114087356367786,1.5612448472765696
11.488216233209863,10.4399278111022,-0.9322013642551173,-1.003107046496943
42.61457365808539,40.790743889764,1.2213495502445346,0.9544906511554194
18.92212024398195,20.083060973346075,-0.41786907145986174,-0.3811344699560595
36.72590175554365,33.27661732566059,0.813927808348956,0.4698369000459414
44.85512829789063,51.38512512206147,1.3763676407867595,1.6378177898605262
40.960378464025965,43.80686048721364,1.1069001296361143,1.1490271964567351
22.64296439280703,22.32049177487274,-0.16043363788069556,-0.23682239036079494
34.84191160050257,35.19266898610295,0.6835794779640268,0.5934203420642272
42.58965867730128,41.85854859117373,1.2196257481651598,1.0233630010653667
0.983235456032472,7.09895938158873,-1.6590133921029955,-1.218596214517797
14.307166184676024,17.49029191235151,-0.737165621298022,-0.5483655167652308
1.3654533432462757,5.066871982527395,-1.6325687404108065,-1.349663847214092
